id,puzzle,solution,clues,difficulty
1141,2..7...9.1....36.7.........4..3.......56.7...79...8.3....2....3..94.........5..16,283764591154983627967512384421395768835627149796148235648271953519436872372859416,23,0.0
1142,.......4.7589.........5.9..2.......3.....6...3.9..27.893..6..27.875.........3....,192673845758941362643258971214785693875396214369412758931864527487529136526137489,24,1.0
1143,.7...4...4......83...9.5..2.5..6....91...8..7.82....1.....9.1....3.1.2...4.....5.,578324691429671583136985472357169824914258367682743915765492138893517246241836759,24,4.5
1144,2..49.8...3.82.7..8..5.7.2...1..9.7.4.6...3.......1..975.....6....17..5..........,267493815135826794849517623581349276496752381372681549754938162623174958918265437,26,0.0
1145,..7.315.6.1......3...5...8...67..3....1...9.8.....2....69.8..3.........45..1.7.9.,987231546615849273342576189496718325721354968853692417269485731178923654534167892,25,1.2
1146,...82....5.....9.1.9.7.......1.53..6..2...8.5.7.....2....1...8.....4....4.....6.9,714829563528364971693715248841253796962471835375698124259136487186947352437582619,22,2.8
1147,..835.4....1..69..6.......8....7...........36249.6.5..1.........74...693...5..7..,798352461431786925652419378365278149817945236249163587123697854574821693986534712,25,2.3
1148,.....2..8.79..8.......7324..3.8....2.5...18......4...574...5........91..9.6......,413592768279468351568173249137856492654921837892347615741235986325689174986714523,24,3.2
1149,9.71...2.8.65...7......9..5....14..8........9..4.3..627.....18.3....8.....9......,957146823846523971213789645672914358538267419194835762765392184321478596489651237,24,0.0
1150,5614........7.59......8.3.6..7......31..4.7...8.........3.....9....9.87.7.2....61,561439287238765914479182356927513648315846792684927135843671529156294873792358461,25,0.0
1151,.39...7..7..9..6..8..........7.58..9.2...3...9....2...3.....2.8...1......15....6.,639241785741985632852367194167458329524693871983712546396574218478126953215839467,22,3.6
1152,.5........7.8.36......6.2.......13.5.8.93......5....7..17...4....3.4.5.6....9...7,956412738271853649348769251469271385782935164135684972617528493893147526524396817,24,3.0
1153,7....6....6......8.9.1.47....3...9..4..2...1..58.1....9.6...5......3..46.8.....2.,745386291361792458892154763613548972479263815258917634936421587527839146184675329,24,2.7
1154,...5.6...8......7..7..2.4.9.8...72.......8.137.1......946.5.......3......5..9....,492576831863419572175823469689137254524968713731245986946751328217384695358692147,23,1.2
1155,2.......9...8.6...5.....68..3..9...18..7.......2....53....47.3..482........5...74,286371549974856312513429687437695821851732496692184753165947238748213965329568174,24,2.8
1156,..1...64...9.7...15..9.1......6..12..7.1.9......8....3.47...3.6.6..3..5..5.......,721385649689274531534961278895643127473129865216857493947512386162738954358496712,25,1.5
1157,..7...2.46...73.5..9........4.....359.....4......1.....7.45...3.8.1..9...3.9...2.,317569284624873159895241376241698735963725418758314692179452863582136947436987521,24,2.6
1158,.5..........173..9.3...2....756.82..2..39....8........187....5.......6.1.....9.4.,751964328428173569639852174975648213246391785813725496187436952594287631362519847,24,1.2
1159,75.....42.........4..25..38.....1...689.2...4..36...5......59....7........237....,756893142328714695491256738245931876689527314173648259834165927917482563562379481,24,2.0
1160,1...7..9..4....7....5.84.2...8..2.5...23.8..1...56..........6...9.....8.6.7..3...,123675894846239715975184326368412957752398461419567238534821679291746583687953142,24,1.3
1161,5..3........548.....1.2.8.6....8.2..6.....5...3.6.1....67....2....4.2..89.....4..,589316742276548319341729856715984263694237581832651974467893125153472698928165437,24,0.0
1162,9.....57.....5....4...82.16378...9.1.41..5.8..........8..4.....52.3..4.......9...,986143572132657849457982316378264951241795683695831724813476295529318467764529138,25,0.0
1163,.2....8.465.4...1.1..2.8..6.3.9......19....4.8...3..2....6........145.....6...7..,923516874658473912174298536432951687719862345865734129581627493397145268246389751,25,5.6
1164,.........4.1..3.....31.724..1.2.94..5.2.7........6...5.9.............3.23.6..498.,269845173471623859853197246617259438532478691984361725198732564745986312326514987,25,2.1
1165,.1...5.8.......4....3....6152..4...67..8......9..31......7..8....2..6...4......5.,216495387875613429943278561528947136731862945694531278369754812152386794487129653,22,0.0
1166,1...7...9.....8.3..5.9..2.482........4..3.......24..5..6....1..43..2......2..48..,184372569296458731357916284823695417541837926679241358965783142438129675712564893,24,0.0
1167,5.....8.......36......6..74...6...4...53.9....49.7..8.4.29.5...1..2..36..3.......,526497831714823695893561274271658943685349127349172586462935718157284369938716452,25,0.0
1168,.27........6..893.9...7.58...9....4....4.16..6.1..9........2.9.2..9..8....53.6...,827593416456128937913674582539867241782431659641259378368742195274915863195386724,26,1.3
1169,.6.4391....2.....8....7.....7.......5....3....4..6.2.5.2489.3....36....7........1,865439172792156438431278569279584613516923784348761295124897356953612847687345921,24,0.0
1170,.6.........8.54..7....2...545..3..9.7.......1......5..1..9.24..8........9473....6,569783124218654937374129865451836792783295641692471583135962478826547319947318256,24,0.0
1171,.....9..86.....5..5.7.4.6.....28...1.51..3.....34....2..8...1..7.......3.4..187.6,134659278692837514587142639479285361251963487863471952328796145716524893945318726,26,0.0
1172,.6..8....451......9..7.6........42.7...25....1......3.5..9...7.....3...879.5.8..2,367185429451392786982746315639814257874253961125679834548921673216437598793568142,25,1.7
1173,..5.1.29.36.....8..7.48.......7....1..82...6......5..7......4..15......6.47.2....,485617293361952784279483615526798341738241569914365827893176452152834976647529138,24,1.7
1174,.....47....79..8.........3.8...5...4....8.65...1.43..7...2...9..7.8...6.3.2..5...,698314725537926841214578936826759314743182659951643287185267493479831562362495178,24,0.0
1175,.4.6..9....8..9..1....7....2..9..7....9...36..3...2.4....5.....1.24.....8.7.23...,543618927678249531921375684216934758489751362735862149394587216152496873867123495,24,2.9
1176,.1.....3...31.8...5.2.......6.3...1..5...2...1..8.7.95....3.6....6....82.....4..1,917426538643158729582793146269345817758912463134867295871239654496571382325684971,24,1.2
1177,74..9..2.......5...1362..7.1.9...3..5..2.6..7....3.......7.........4.9.....8.1..2,745198623268473519913625478129587346534216897687934251352769184871342965496851732,24,1.5
1178,..1.5.2.4...9821....5...8.....2......5..93...39...7..562......7.......8.....1....,981356274743982156265471839176245398452893761398167425624538917519724683837619542,23,1.6
1179,2.5.8....4...26......5....75.8..1.9....8.......1.3..54172....4...4..5.......7.96.,215789436437126589986543127528461793349857612761932854172698345694315278853274961,26,3.9
1180,6..5.8.9...3....4.....7..8.4....95..3.16..........5..29.....72.......6......81...,612548397783962145594173286427819563351624879869735412938456721145297638276381954,22,3.0
1181,5..76.39.87...........5............1.1.2.48..398......6....8.........1.3..3.9..84,541762398879143526236859417462985731715234869398671245654318972987426153123597684,24,1.5
1182,.....3..15.....7..7.81...5.629..........1...717.8..4.6...5...64.4.......9....2.8.,462753891531968742798124653629347518854216937173895426287539164345681279916472385,25,4.1
1183,..27.31...16.....4.....6.2..7...5.......8...619.4............92...6...1852..7....,482753169716298354359146827674325981235981476198467235863514792947632518521879643,24,2.2
1184,..431...219.6...57........8.....47..........66....7.1.....4.5..4765.3...8....2...,784315962193628457562479138319864725257931846648257319921746583476583291835192674,25,1.0
1185,.......9..1.9..58......7416....4...5.27.6...963.........2.3......4...16...81.2...,543618297716924583289357416891743625427561839635289741152436978374895162968172354,25,1.0
1186,56....3....1..62..4.....79.2..........8.25....9....41......2..91......6..8.67....,569247381871936245432518796213794658648125937795863412356482179127359864984671523,23,2.0
1187,.38.72.1..9.1.3.....4.8.....132....7......182.....9.5..4...72.5...4...9...93....4,538972416796143528124586739613258947975634182482719653341897265867425391259361874,28,2.5
1188,..13...6.....142....3.....5.....5.4.8..7..5...9.2.3..7...........8.6...3.6....79.,281357964957614238643829175726185349834796512195243687319472856578961423462538791,23,2.3
1189,..1..5.7..2.168......7.2..3.1.8.....5.....4....3.4...9.5.....62.48...1...........,981435276327168594465792813614859327592673481873241659159384762748926135236517948,23,1.5
1190,.2.1.6..4..5.....6.8.3..5.....4....97...9.3..6....3....47..........7.4...9...8.1.,923156784175984236486327591238465179714892365659713842547631928861279453392548617,23,0.0
1191,..9...46....6...2..2..7.5...658.2...9.7..46...4......15..4.8.9...35..........3.4.,759281463831645729624379518165832974987154632342796851516428397493517286278963145,26,2.4
1192,9...2.....6.....9182....5.....4...7....7..3..27.836....845...6............9..371.,943125687567384291821679534136492875498751326275836149384517962712968453659243718,25,1.1
1193,6.25.7.9..37.....28.....4....8....2..9....5....43.2..7.8...9......64..19.....1.6.,642587193937164852815923476378495621291876534564312987186239745753648219429751368,26,1.7
1194,....3...678...6..4.....93...617..4.8.4..9.71..............5.693.2..........87....,294537186783216954516489372961725438342698715857341269478152693125963847639874521,24,0.0
1195,.18....2....468..3....3....6.39...72.........79..2...6...1.6....74.8.........59..,318579624259468713467231895683954172542617389791823456835196247974382561126745938,24,0.0
1196,.4...2...28......6....648....79....3.....1...19..4....75.12...9.......5...6.8.73.,641872395285319476379564821467958213528631947193247568754123689832796154916485732,25,4.6
1197,.1.95.....9.1.3.....8..4.7.....4..5...28.........1.7....7....394..7.85...3.6.....,216957384794183265358264971971342658542876193683519742167425839429738516835691427,24,0.0
1198,.3...........5.9...2.....38....18..6...43...2..76...8.298...3.474......5...2..8..,931864257876352941524197638352718496689435712417629583298571364743986125165243879,25,0.0
1199,.8....4.2..6.49...3...15...5......7..2..386..........9..8.....54...9..23......7..,985376412216849537374215986541962378729438651863157249638724195457691823192583764,23,0.0
1200,.....72..97...1.5...69..4..7...8............2..8.12..4.475..3..........159......7,835647219974821653216935478729486135461359782358712964147598326683274591592163847,24,2.0
1201,....79....5.4.......4..26....7.1..2...2....846...9.31.......5.......62...7..8....,126579843753468192894132657537814926912653784648297315469721538385946271271385469,22,0.0
1202,..6...429..19....7..4.2.3...62.....383.1.6.....9..8......897..1.......5.........6,356781429281943567974625318562479183837156942419238675645897231198362754723514896,25,0.0
1203,97..3.1......1....2......67.87.5.....9.7...54...196..3.25..93..4......8...15.....,974635128658217439213948567387452916196783254542196873725869341469321785831574692,27,1.0
1204,...7......418....5..7....43....9.36.9.5.8.....62.7..1.1..4.....6..........85..7..,596743182341862975287159643714295368935681427862374519159427836673918254428536791,24,1.3
1205,.....976..6.52..8..1....9....7...5.1.....48..4..3.7.....39.5..7.72............6..,328419765769523184514678932837296541296154873451387296183965427672841359945732618,24,0.0
1206,79.3.......8..6..1.51..........578...4.6.8...9.....2.5...7...1..1....9.2....3..4.,792381456438596721651274389126957834543628197987413265869742513314865972275139648,24,1.8
1207,.597.....2....5.....3....46..1..2..34......9.......6.85..2.78..8....97.4....5...9,659714382284635917713928546961582473428376195375491628596247831832169754147853269,25,3.9
1208,......9.....3..7.6827...4...4..523........51....849............3..9.7.5..1.6.....,631478925495321786827596431746152398289763514153849267978215643364987152512634879,23,2.4
1209,7...95...........4.43...8....91...7..1....96...4......8..5....39..73..4.......25.,728495136196387524543261897689123475315874962274956381862549713951732648437618259,23,0.0
1210,..8..75........1..3.7.4...6.51.9.6......1...4.9...82..4....1....79.........2..9.8,248167539965823147317549826751492683823615794694738251482971365579386412136254978,24,0.0
1211,1..4.9.....7.......4..1.35...2.6.49.7.......3.3.......9....576.8...97.4......8...,165439872397582614248716359512863497786954123439271586921345768853697241674128935,24,1.8
1212,....4.8..76.35.........1.365.7...24.......1.....437..8........11..726...974......,315642879769358412842971536587169243493285167621437958236594781158726394974813625,26,1.0
1213,4.5.3..8....7....5..95.1........59.....8...4.......1..7.......6.12...8..8...6..54,475239681281746395369581472148675923926813547537924168754398216612457839893162754,23,2.0
1214,........27......94...2.981...3.......561....79...4........1728...4..263.5..6.....,198534762732861594645279813413726958256198347987345126369417285874952631521683479,25,1.7
1215,......2.8.2.4...796....74...3.84.7.......1..6...9...5.........1.82..4....4651....,457193268328465179619287435935846712274351986861972354593728641182634597746519823,25,1.8
